"","city","state","city_size","mode","n","percent","moe","state_abb","state_region"
"1934","Canton city","Georgia","Small","Walk",258,2.6,1.4,"GA","South"
"1935","Canton city","Ohio","Small","Walk",898,3.1,1,"OH","North Central"
"1936","Cape Girardeau city","Missouri","Small","Walk",908,5.1,1.4,"MO","North Central"
"1937","Carbondale city","Illinois","Small","Walk",1601,15.1,3.2,"IL","North Central"
"1938","Carlsbad city","New Mexico","Small","Walk",155,1.3,0.9,"NM","West"
"1939","Carmel city","Indiana","Small","Walk",364,0.9,0.4,"IN","North Central"
"1940","Carol Stream village","Illinois","Small","Walk",209,1,0.7,"IL","North Central"
"1941","Carpentersville village","Illinois","Small","Walk",147,0.8,0.5,"IL","North Central"
"1942","Carrboro town","North Carolina","Small","Walk",311,2.7,1.1,"NC","South"
"1943","Carrollton city","Georgia","Small","Walk",224,2.4,1.2,"GA","South"
"1944","Carson city","California","Small","Walk",697,1.7,0.6,"CA","West"
"1945","Carson City","Nevada","Small","Walk",387,1.7,0.6,"NV","West"
"1946","Carteret borough","New Jersey","Small","Walk",211,2.1,1.1,"NJ","Northeast"
"1947","Casa Grande city","Arizona","Small","Walk",443,2.4,1.1,"AZ","West"
"1948","Casper city","Wyoming","Small","Walk",483,1.7,0.6,"WY","West"
"1949","Casselberry city","Florida","Small","Walk",184,1.5,0.9,"FL","South"
"1950","Castle Rock town","Colorado","Small","Walk",373,1.5,1.1,"CO","West"
"1951","Cathedral City city","California","Small","Walk",198,0.9,0.4,"CA","West"
"1952","Cedar City city","Utah","Small","Walk",666,5.6,2,"UT","West"
"1953","Cedar Falls city","Iowa","Small","Walk",2411,11.8,1.9,"IA","North Central"
"1954","Cedar Hill city","Texas","Small","Walk",282,1.3,0.6,"TX","South"
"1955","Cedar Park city","Texas","Small","Walk",287,1.1,0.6,"TX","South"
"1956","Centerville city","Ohio","Small","Walk",10,0.1,0.2,"OH","North Central"
"1957","Central city","Louisiana","Small","Walk",75,0.5,0.4,"LA","South"
"1958","Ceres city","California","Small","Walk",294,1.7,0.8,"CA","West"
"1959","Cerritos city","California","Small","Walk",146,0.7,0.4,"CA","West"
"1960","Chambersburg borough","Pennsylvania","Small","Walk",332,4.1,1.5,"PA","Northeast"
"1961","Champaign city","Illinois","Small","Walk",4831,12.1,1.5,"IL","North Central"
"1962","Champlin city","Minnesota","Small","Walk",50,0.4,0.3,"MN","North Central"
"1963","Chanhassen city","Minnesota","Small","Walk",118,1,0.6,"MN","North Central"
"1964","Chapel Hill town","North Carolina","Small","Walk",2685,10.2,1.2,"NC","South"
"1965","Charleston city","Illinois","Small","Walk",1365,13.5,2.7,"IL","North Central"
"1966","Charleston city","West Virginia","Small","Walk",1268,5.5,1.2,"WV","South"
"1967","Charlottesville city","Virginia","Small","Walk",2592,12.6,1.7,"VA","South"
"1968","Chaska city","Minnesota","Small","Walk",96,0.8,0.6,"MN","North Central"
"1969","Chelsea city","Massachusetts","Small","Walk",1322,8.2,1.8,"MA","Northeast"
"1970","Chester city","Pennsylvania","Small","Walk",861,7.5,1.5,"PA","Northeast"
"1971","Chesterfield city","Missouri","Small","Walk",187,0.8,0.4,"MO","North Central"
"1972","Cheyenne city","Wyoming","Small","Walk",699,2.3,0.8,"WY","West"
"1973","Chicago Heights city","Illinois","Small","Walk",194,1.7,0.8,"IL","North Central"
"1974","Chico city","California","Small","Walk",2155,5.6,0.9,"CA","West"
"1975","Chicopee city","Massachusetts","Small","Walk",718,2.8,0.9,"MA","Northeast"
"1976","Chillicothe city","Ohio","Small","Walk",190,2.2,1.1,"OH","North Central"
"1977","Chino city","California","Small","Walk",399,1.2,0.5,"CA","West"
"1978","Chino Hills city","California","Small","Walk",278,0.8,0.5,"CA","West"
"1979","Christiansburg town","Virginia","Small","Walk",23,0.2,0.2,"VA","South"
"1980","Cicero town","Illinois","Small","Walk",1171,3.5,0.8,"IL","North Central"
"1981","Citrus Heights city","California","Small","Walk",723,1.9,0.6,"CA","West"
"1982","Claremont city","California","Small","Walk",1561,10.6,1.8,"CA","West"
"1983","Clarksville town","Indiana","Small","Walk",152,1.5,1,"IN","North Central"
"1984","Clearfield city","Utah","Small","Walk",201,1.5,0.8,"UT","West"
"1985","Cleburne city","Texas","Small","Walk",148,1.2,0.7,"TX","South"
"1986","Clermont city","Florida","Small","Walk",173,1.5,1.2,"FL","South"
"1987","Cleveland city","Tennessee","Small","Walk",473,2.7,0.9,"TN","South"
"1988","Cleveland Heights city","Ohio","Small","Walk",1254,5.6,0.9,"OH","North Central"
"1989","Cliffside Park borough","New Jersey","Small","Walk",487,4.2,1.6,"NJ","Northeast"
"1990","Clifton city","New Jersey","Small","Walk",947,2.3,0.6,"NJ","Northeast"
"1991","Clinton city","Iowa","Small","Walk",289,2.4,1,"IA","North Central"
"1992","Clinton city","Mississippi","Small","Walk",120,1,0.4,"MS","South"
"1993","Clinton city","Utah","Small","Walk",110,1.2,0.7,"UT","West"
"1994","Clovis city","California","Small","Walk",569,1.4,0.5,"CA","West"
"1995","Clovis city","New Mexico","Small","Walk",292,1.8,0.8,"NM","West"
"1996","Coachella city","California","Small","Walk",135,0.9,0.7,"CA","West"
"1997","Coconut Creek city","Florida","Small","Walk",165,0.7,0.4,"FL","South"
"1998","Coeur d'Alene city","Idaho","Small","Walk",581,2.8,0.8,"ID","West"
"1999","College Park city","Maryland","Small","Walk",2833,21.5,3.2,"MD","South"
"2000","College Station city","Texas","Small","Walk",2354,5.5,1.1,"TX","South"
"2001","Colleyville city","Texas","Small","Walk",21,0.2,0.2,"TX","South"
"2002","Collierville town","Tennessee","Small","Walk",146,0.7,0.4,"TN","South"
"2003","Collinsville city","Illinois","Small","Walk",46,0.4,0.3,"IL","North Central"
"2004","Colton city","California","Small","Walk",148,0.7,0.4,"CA","West"
"2005","Columbia city","Tennessee","Small","Walk",159,1.1,0.6,"TN","South"
"2006","Columbus city","Indiana","Small","Walk",260,1.2,0.5,"IN","North Central"
"2007","Columbus city","Mississippi","Small","Walk",420,4.7,1.6,"MS","South"
"2008","Columbus city","Nebraska","Small","Walk",268,2.4,1.2,"NE","North Central"
"2009","Commerce City city","Colorado","Small","Walk",188,0.9,0.5,"CO","West"
"2010","Compton city","California","Small","Walk",573,1.7,0.5,"CA","West"
"2011","Concord city","New Hampshire","Small","Walk",975,4.6,1,"NH","Northeast"
"2012","Concord city","North Carolina","Small","Walk",222,0.6,0.3,"NC","South"
"2013","Conroe city","Texas","Small","Walk",420,1.6,0.6,"TX","South"
"2014","Conway city","Arkansas","Small","Walk",686,2.4,0.7,"AR","South"
"2015","Cookeville city","Tennessee","Small","Walk",170,1.5,0.7,"TN","South"
"2016","Coon Rapids city","Minnesota","Small","Walk",371,1.1,0.4,"MN","North Central"
"2017","Cooper City city","Florida","Small","Walk",157,1,0.5,"FL","South"
"2018","Coppell city","Texas","Small","Walk",63,0.3,0.2,"TX","South"
"2019","Copperas Cove city","Texas","Small","Walk",201,1.5,0.8,"TX","South"
"2020","Coral Gables city","Florida","Small","Walk",1292,6.1,1.3,"FL","South"
"2021","Corcoran city","California","Small","Walk",78,2,1.5,"CA","West"
"2022","Corinth city","Texas","Small","Walk",159,1.6,1.9,"TX","South"
"2023","Cornelius town","North Carolina","Small","Walk",113,0.9,0.5,"NC","South"
"2024","Coronado city","California","Small","Walk",846,7.7,2,"CA","West"
"2025","Corsicana city","Texas","Small","Walk",250,2.5,1.1,"TX","South"
"2026","Corvallis city","Oregon","Small","Walk",3109,12.4,1.8,"OR","West"
"2027","Cottage Grove city","Minnesota","Small","Walk",242,1.3,0.7,"MN","North Central"
"2028","Cottonwood Heights city","Utah","Small","Walk",495,2.9,0.9,"UT","West"
"2029","Council Bluffs city","Iowa","Small","Walk",529,1.7,0.5,"IA","North Central"
"2030","Covina city","California","Small","Walk",145,0.7,0.4,"CA","West"
"2031","Covington city","Kentucky","Small","Walk",671,3.8,0.9,"KY","South"
"2032","Cranston city","Rhode Island","Small","Walk",641,1.7,0.4,"RI","Northeast"
"2033","Crest Hill city","Illinois","Small","Walk",18,0.2,0.3,"IL","North Central"
"2034","Crestview city","Florida","Small","Walk",79,0.9,0.6,"FL","South"
"2035","Crown Point city","Indiana","Small","Walk",163,1.3,0.8,"IN","North Central"
"2036","Crystal city","Minnesota","Small","Walk",117,1,0.5,"MN","North Central"
"2037","Crystal Lake city","Illinois","Small","Walk",285,1.4,0.7,"IL","North Central"
"2038","Cudahy city","California","Small","Walk",322,3.6,1.6,"CA","West"
"2039","Culver City city","California","Small","Walk",289,1.4,0.7,"CA","West"
"2040","Cumberland city","Maryland","Small","Walk",482,6.2,2.2,"MD","South"
"2041","Cupertino city","California","Small","Walk",427,1.7,0.8,"CA","West"
"2042","Cutler Bay town","Florida","Small","Walk",39,0.2,0.2,"FL","South"
"2043","Cuyahoga Falls city","Ohio","Small","Walk",214,0.9,0.4,"OH","North Central"
"2044","Cypress city","California","Small","Walk",241,1,0.5,"CA","West"
"2045","Dalton city","Georgia","Small","Walk",136,1,0.7,"GA","South"
"2046","Dana Point city","California","Small","Walk",412,2.4,1.1,"CA","West"
"2047","Danbury city","Connecticut","Small","Walk",1111,2.6,0.7,"CT","Northeast"
"2048","Dania Beach city","Florida","Small","Walk",373,2.6,1.1,"FL","South"
"2049","Danville city","Illinois","Small","Walk",541,4.4,1.4,"IL","North Central"
"2050","Danville city","Virginia","Small","Walk",533,3.3,0.9,"VA","South"
"2051","Danville town","California","Small","Walk",177,1,0.5,"CA","West"
"2052","Daphne city","Alabama","Small","Walk",70,0.7,0.6,"AL","South"
"2053","Darien city","Illinois","Small","Walk",182,1.7,0.9,"IL","North Central"
"2054","Davie town","Florida","Small","Walk",524,1.1,0.4,"FL","South"
"2055","Davis city","California","Small","Walk",942,3.1,0.7,"CA","West"
"2056","Daytona Beach city","Florida","Small","Walk",1132,4.9,1,"FL","South"
"2057","De Pere city","Wisconsin","Small","Walk",873,6.9,2,"WI","North Central"
"2058","Dearborn city","Michigan","Small","Walk",612,1.8,0.5,"MI","North Central"
"2059","Dearborn Heights city","Michigan","Small","Walk",183,0.9,0.4,"MI","North Central"
"2060","Decatur city","Alabama","Small","Walk",265,1.1,0.5,"AL","South"
"2061","Decatur city","Illinois","Small","Walk",787,2.5,0.6,"IL","North Central"
"2062","Deer Park city","Texas","Small","Walk",110,0.7,0.6,"TX","South"
"2063","Deerfield Beach city","Florida","Small","Walk",589,1.7,0.6,"FL","South"
"2064","DeKalb city","Illinois","Small","Walk",1725,8.5,1.6,"IL","North Central"
"2065","Del City city","Oklahoma","Small","Walk",183,2,0.9,"OK","South"
"2066","Del Rio city","Texas","Small","Walk",315,2.3,1.4,"TX","South"
"2067","DeLand city","Florida","Small","Walk",392,4,1.7,"FL","South"
"2068","Delano city","California","Small","Walk",310,2.1,0.9,"CA","West"
"2069","Delaware city","Ohio","Small","Walk",665,3.9,0.9,"OH","North Central"
"2070","Delray Beach city","Florida","Small","Walk",521,1.8,0.6,"FL","South"
"2071","Deltona city","Florida","Small","Walk",250,0.7,0.4,"FL","South"
"2072","Denison city","Texas","Small","Walk",222,2.4,0.9,"TX","South"
"2073","Derby city","Kansas","Small","Walk",64,0.6,0.4,"KS","North Central"
"2074","Des Moines city","Washington","Small","Walk",338,2.5,1.5,"WA","West"
"2075","Des Plaines city","Illinois","Small","Walk",291,1,0.4,"IL","North Central"
"2076","Desert Hot Springs city","California","Small","Walk",188,2.1,1.1,"CA","West"
"2077","DeSoto city","Texas","Small","Walk",152,0.7,0.4,"TX","South"
"2078","Diamond Bar city","California","Small","Walk",458,1.7,1.5,"CA","West"
"2079","Dinuba city","California","Small","Walk",130,1.6,1.1,"CA","West"
"2080","Dodge City city","Kansas","Small","Walk",186,1.5,0.8,"KS","North Central"
"2081","Dolton village","Illinois","Small","Walk",70,0.7,0.5,"IL","North Central"
"2082","Doral city","Florida","Small","Walk",97,0.5,0.4,"FL","South"
"2083","Dothan city","Alabama","Small","Walk",168,0.6,0.2,"AL","South"
"2084","Douglasville city","Georgia","Small","Walk",137,1,0.8,"GA","South"
"2085","Dover city","Delaware","Small","Walk",710,4.5,1.5,"DE","South"
"2086","Dover city","New Hampshire","Small","Walk",659,4,1.3,"NH","Northeast"
"2087","Downers Grove village","Illinois","Small","Walk",529,2.2,0.6,"IL","North Central"
"2088","Draper city","Utah","Small","Walk",201,1.2,0.7,"UT","West"
"2089","Duarte city","California","Small","Walk",253,2.8,1.2,"CA","West"
"2090","Dublin city","California","Small","Walk",541,2.4,1.1,"CA","West"
"2091","Dublin city","Ohio","Small","Walk",106,0.5,0.3,"OH","North Central"
"2092","Dubuque city","Iowa","Small","Walk",1766,6,0.9,"IA","North Central"
"2093","Duluth city","Georgia","Small","Walk",257,2,2.7,"GA","South"
"2094","Duluth city","Minnesota","Small","Walk",2158,5.2,0.7,"MN","North Central"
"2095","Duncan city","Oklahoma","Small","Walk",118,1.2,0.8,"OK","South"
"2096","Duncanville city","Texas","Small","Walk",73,0.4,0.3,"TX","South"
"2097","Dunedin city","Florida","Small","Walk",242,1.5,0.6,"FL","South"
"2098","Dunwoody city","Georgia","Small","Walk",451,2,0.9,"GA","South"
"2099","Eagan city","Minnesota","Small","Walk",244,0.7,0.2,"MN","North Central"
"2100","Eagle city","Idaho","Small","Walk",34,0.4,0.5,"ID","West"
"2101","Eagle Mountain city","Utah","Small","Walk",34,0.4,0.5,"UT","West"
"2102","Eagle Pass city","Texas","Small","Walk",245,2.5,1.1,"TX","South"
"2103","Easley city","South Carolina","Small","Walk",65,0.7,0.5,"SC","South"
"2104","East Chicago city","Indiana","Small","Walk",374,4,1.5,"IN","North Central"
"2105","East Lansing city","Michigan","Small","Walk",4716,23.3,2.2,"MI","North Central"
"2106","East Moline city","Illinois","Small","Walk",70,0.8,0.5,"IL","North Central"
"2107","East Orange city","New Jersey","Small","Walk",1591,6.2,1.1,"NJ","Northeast"
"2108","East Palo Alto city","California","Small","Walk",332,2.7,1.5,"CA","West"
"2109","East Peoria city","Illinois","Small","Walk",222,2,0.9,"IL","North Central"
"2110","East Point city","Georgia","Small","Walk",198,1.4,0.8,"GA","South"
"2111","East Providence city","Rhode Island","Small","Walk",209,0.9,0.5,"RI","Northeast"
"2112","East Ridge city","Tennessee","Small","Walk",7,0.1,0.1,"TN","South"
"2113","East St. Louis city","Illinois","Small","Walk",179,2.3,1.2,"IL","North Central"
"2114","Easton city","Pennsylvania","Small","Walk",507,4.8,1.3,"PA","Northeast"
"2115","Eastpointe city","Michigan","Small","Walk",282,2.2,1,"MI","North Central"
"2116","Eastvale city","California","Small","Walk",61,0.2,0.3,"CA","West"
"2117","Eau Claire city","Wisconsin","Small","Walk",1884,5.3,1,"WI","North Central"
"2118","Eden Prairie city","Minnesota","Small","Walk",538,1.6,0.6,"MN","North Central"
"2119","Edgewater city","Florida","Small","Walk",95,1.1,1.1,"FL","South"
"2120","Edina city","Minnesota","Small","Walk",444,1.9,0.6,"MN","North Central"
"2121","Edinburg city","Texas","Small","Walk",432,1.4,0.6,"TX","South"
"2122","Edmond city","Oklahoma","Small","Walk",629,1.5,0.5,"OK","South"
"2123","Edmonds city","Washington","Small","Walk",342,1.7,0.7,"WA","West"
"2124","Edwardsville city","Illinois","Small","Walk",371,3.1,1.1,"IL","North Central"
"2125","El Centro city","California","Small","Walk",381,2.5,0.9,"CA","West"
"2126","El Cerrito city","California","Small","Walk",231,1.9,0.8,"CA","West"
"2127","El Mirage city","Arizona","Small","Walk",68,0.5,0.5,"AZ","West"
"2128","El Paso de Robles (Paso Robles) city","California","Small","Walk",203,1.6,0.8,"CA","West"
"2129","Elizabethtown city","Kentucky","Small","Walk",74,0.6,0.4,"KY","South"
"2130","Elk Grove Village village","Illinois","Small","Walk",209,1.2,0.9,"IL","North Central"
"2131","Elk River city","Minnesota","Small","Walk",87,0.7,0.6,"MN","North Central"
"2132","Elkhart city","Indiana","Small","Walk",377,1.8,0.7,"IN","North Central"
"2133","Elmhurst city","Illinois","Small","Walk",425,2.1,0.6,"IL","North Central"
"2134","Elmira city","New York","Small","Walk",795,7.4,1.5,"NY","Northeast"
"2135","Elmwood Park village","Illinois","Small","Walk",337,2.7,1,"IL","North Central"
"2136","Elyria city","Ohio","Small","Walk",276,1.1,0.4,"OH","North Central"
"2137","Emporia city","Kansas","Small","Walk",754,6,1.5,"KS","North Central"
"2138","Encinitas city","California","Small","Walk",562,1.9,0.6,"CA","West"
"2139","Englewood city","Colorado","Small","Walk",479,3,0.8,"CO","West"
"2140","Englewood city","New Jersey","Small","Walk",738,5.4,1.6,"NJ","Northeast"
"2141","Enid city","Oklahoma","Small","Walk",286,1.3,0.5,"OK","South"
"2142","Enterprise city","Alabama","Small","Walk",145,1.3,0.8,"AL","South"
"2143","Euclid city","Ohio","Small","Walk",259,1.2,0.5,"OH","North Central"
"2144","Euless city","Texas","Small","Walk",269,1,0.4,"TX","South"
"2145","Eureka city","California","Small","Walk",734,6.1,1.6,"CA","West"
"2146","Evanston city","Illinois","Small","Walk",4147,11.6,1,"IL","North Central"
"2147","Everett city","Massachusetts","Small","Walk",905,4.1,1.2,"MA","Northeast"
"2148","Fair Lawn borough","New Jersey","Small","Walk",217,1.3,0.6,"NJ","Northeast"
"2149","Fairbanks city","Alaska","Small","Walk",660,4.3,1.2,"AK","West"
"2150","Fairborn city","Ohio","Small","Walk",457,3,1,"OH","North Central"
"2151","Fairfax city","Virginia","Small","Walk",376,3.1,1.2,"VA","South"
"2152","Fairfield city","Ohio","Small","Walk",138,0.6,0.5,"OH","North Central"
"2153","Fall River city","Massachusetts","Small","Walk",1232,3.4,0.8,"MA","Northeast"
"2154","Faribault city","Minnesota","Small","Walk",170,1.8,1.3,"MN","North Central"
"2155","Farmers Branch city","Texas","Small","Walk",324,2.3,1.2,"TX","South"
"2156","Farmington city","Minnesota","Small","Walk",64,0.6,0.4,"MN","North Central"
"2157","Farmington city","New Mexico","Small","Walk",384,1.9,0.9,"NM","West"
"2158","Farmington city","Utah","Small","Walk",132,1.6,0.9,"UT","West"
"2159","Farmington Hills city","Michigan","Small","Walk",420,1.1,0.3,"MI","North Central"
"2160","Farragut town","Tennessee","Small","Walk",13,0.1,0.2,"TN","South"
"2161","Fayetteville city","Arkansas","Small","Walk",1962,5.2,1,"AR","South"
"2162","Federal Way city","Washington","Small","Walk",916,2.1,0.6,"WA","West"
"2163","Ferguson city","Missouri","Small","Walk",56,0.6,0.5,"MO","North Central"
"2164","Ferndale city","Michigan","Small","Walk",270,2.5,1.1,"MI","North Central"
"2165","Findlay city","Ohio","Small","Walk",609,3.2,1.1,"OH","North Central"
"2166","Fishers town","Indiana","Small","Walk",134,0.3,0.3,"IN","North Central"
"2167","Fitchburg city","Massachusetts","Small","Walk",812,4.4,1.1,"MA","Northeast"
"2168","Fitchburg city","Wisconsin","Small","Walk",215,1.6,0.8,"WI","North Central"
